02/05/2022 20:15:26,Nero,
02/05/2022 20:15:30,FX Sam💜,J34NZERA, Carlão
02/05/2022 20:15:39,FX Sam💜,
02/05/2022 20:15:44,Carlão777 🤬🇨🇵,vlw Sam
02/05/2022 20:15:46,@cathau⁷.000,de ladooo
02/05/2022 20:15:46,oNㅤSmileyㅤᡯ,
02/05/2022 20:15:47,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,É pq todas as perguntas que vc me fez realmente todas as resposta são não,kelmer KKKK
02/05/2022 20:15:52,FX Sam💜,:)
02/05/2022 20:15:56,João Reis,leva as lokpis
02/05/2022 20:15:58,KELMER,Ahhh vdd
02/05/2022 20:15:59,paulinho delas,!points
02/05/2022 20:16:00,StreamVip,🤖 paulinho delas, você possui 370 pontos! 💰
02/05/2022 20:16:06,Nero,Kkkkkkkkkkk
02/05/2022 20:16:06,KELMER,davi sim
02/05/2022 20:16:09,T4 BAKzin    ŁiŁØxit,😂😂😂😂😂😂😂😂k
02/05/2022 20:16:16,Daniel 😐🐊,
02/05/2022 20:16:16,⚡ALAN VITOR ⚡,vaquinha é uma máquina fazendo live até agora
02/05/2022 20:16:17,TGG YKY,😂😂😂😂😂😂😂😂k
02/05/2022 20:16:18,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,😎👍🏼
02/05/2022 20:16:20,Nero,
02/05/2022 20:16:21,FX Sam💜,
02/05/2022 20:16:24,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,
02/05/2022 20:16:25,》~ńøbřů~》,# opa
02/05/2022 20:16:25,⚡ALAN VITOR ⚡,vaquinha é uma máquina fazendo live até agora
02/05/2022 20:16:28,ltziinn.sx,Manda salve lenda
02/05/2022 20:16:32,G̷A̷G̷U̷I̷N̷H̷O̷.p̷d̷m̷,davi é disumildi
02/05/2022 20:16:36,ltziinn.sx,Vc joga ff tbm?
02/05/2022 20:16:36,@cathau⁷.000,Davi vai trocar o nick quando🙈
02/05/2022 20:16:42,KELMER,DAVI POSSO MANDA FOGUEIRA :davi não  Kkkkkkkkkkkkkk
02/05/2022 20:16:46,João Reis,leva uma chavinha
02/05/2022 20:16:48,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,Sou junin 😔👍🏼
02/05/2022 20:16:57,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,Isso pode,kelmer KKKKK
02/05/2022 20:17:00,Nero,IIIII
02/05/2022 20:17:09,KELMER,davi Kkkkkkkkkkkkkk
02/05/2022 20:17:10,StreamVip,Siga o Vanquilha no instagram e twitter: @el_vanquilha 
02/05/2022 20:17:12,ltziinn.sx,Kkkkkk
02/05/2022 20:17:13,𝐃𝐚𝐯𝐢 𝐥𝐞𝐠𝐢𝐭 么,Cat,eu posso trocar mais n quero agora Kkkkk
02/05/2022 20:17:18,PEDRO TOKYO🇯🇵🇯🇵🇯🇵#ovozete,😂😂😂😂😂😂😂😂k
